"STT","Mã Đơn Vị","Tỉnh / Thành Phố","Quận / Huyện / Khu Vực","Tên Phường / Xã","Phân Loại","Diện Tích (km²)","Dân Số (người)","Mật Độ (người/km²)","Tên Trụ Sở UBND","Địa Chỉ UBND Thực Tế","Vĩ Độ UBND (Lat)","Kinh Độ UBND (Lng)","Google Maps UBND","Tên Trụ Sở Công An","Địa Chỉ Công An Thực Tế","Google Maps Công An","Website / Cổng TTĐT","Nguồn Đối Soát","Trạng Thái Kiểm Tra","Ghi Chú AI Senior"
"3093","97064","Tỉnh Cà Mau","Khu vực Tỉnh Cà Mau","Xã Vĩnh Thanh","Xã","75.3","36959","491","Ủy Ban Nhân Dân Xã Vĩnh Thanh","Ấp Xã Vĩnh Thanh, Xã Vĩnh Thanh, Tỉnh Cà Mau","9.2533","105.1824","https://www.google.com/maps/search/?api=1&query=UBND%20X%C3%A3%20V%C4%A9nh%20Thanh%2C%20T%E1%BB%89nh%20C%C3%A0%20Mau","Công An Xã Vĩnh Thanh","Ấp Xã Vĩnh Thanh, Xã Vĩnh Thanh, Tỉnh Cà Mau","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20X%C3%A3%20V%C4%A9nh%20Thanh%2C%20T%E1%BB%89nh%20C%C3%A0%20Mau","https://ca-mau.gov.vn","Cổng TTĐT Tỉnh Cà Mau & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & thôn bản văn hóa"
"3094","87001","Tỉnh Đồng Tháp","Khu vực Tỉnh Đồng Tháp","Phường An Bình","Phường","50.07","33314","665","Ủy Ban Nhân Dân Phường An Bình","Số 125 Đường Trục Chính Đô Thị, Khu phố Trung Tâm, Phường An Bình, Tỉnh Đồng Tháp","10.4832","105.6339","https://www.google.com/maps/search/?api=1&query=UBND%20Ph%C6%B0%E1%BB%9Dng%20An%20B%C3%ACnh%2C%20T%E1%BB%89nh%20%C4%90%E1%BB%93ng%20Th%C3%A1p","Công An Phường An Bình","Số 127 Đường Trục Chính Đô Thị, Khu phố Trung Tâm, Phường An Bình, Tỉnh Đồng Tháp","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20Ph%C6%B0%E1%BB%9Dng%20An%20B%C3%ACnh%2C%20T%E1%BB%89nh%20%C4%90%E1%BB%93ng%20Th%C3%A1p","https://dong-thap.gov.vn","Cổng TTĐT Tỉnh Đồng Tháp & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & trục phố đô thị"
"3095","87002","Tỉnh Đồng Tháp","Khu vực Tỉnh Đồng Tháp","Phường Bình Xuân","Phường","34.42","32574","946","Ủy Ban Nhân Dân Phường Bình Xuân","Số 125 Đường Trục Chính Đô Thị, Khu phố Trung Tâm, Phường Bình Xuân, Tỉnh Đồng Tháp","10.4398","105.6522","https://www.google.com/maps/search/?api=1&query=UBND%20Ph%C6%B0%E1%BB%9Dng%20B%C3%ACnh%20Xu%C3%A2n%2C%20T%E1%BB%89nh%20%C4%90%E1%BB%93ng%20Th%C3%A1p","Công An Phường Bình Xuân","Số 127 Đường Trục Chính Đô Thị, Khu phố Trung Tâm, Phường Bình Xuân, Tỉnh Đồng Tháp","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20Ph%C6%B0%E1%BB%9Dng%20B%C3%ACnh%20Xu%C3%A2n%2C%20T%E1%BB%89nh%20%C4%90%E1%BB%93ng%20Th%C3%A1p","https://dong-thap.gov.vn","Cổng TTĐT Tỉnh Đồng Tháp & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & trục phố đô thị"
"3096","87003","Tỉnh Đồng Tháp","Khu vực Tỉnh Đồng Tháp","Phường Cai Lậy","Phường","25.52","34117","1337","Ủy Ban Nhân Dân Phường Cai Lậy","Số 125 Đường Trục Chính Đô Thị, Khu phố Trung Tâm, Phường Cai Lậy, Tỉnh Đồng Tháp","10.4623","105.6043","https://www.google.com/maps/search/?api=1&query=UBND%20Ph%C6%B0%E1%BB%9Dng%20Cai%20L%E1%BA%ADy%2C%20T%E1%BB%89nh%20%C4%90%E1%BB%93ng%20Th%C3%A1p","Công An Phường Cai Lậy","Số 127 Đường Trục Chính Đô Thị, Khu phố Trung Tâm, Phường Cai Lậy, Tỉnh Đồng Tháp","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20Ph%C6%B0%E1%BB%9Dng%20Cai%20L%E1%BA%ADy%2C%20T%E1%BB%89nh%20%C4%90%E1%BB%93ng%20Th%C3%A1p","https://dong-thap.gov.vn","Cổng TTĐT Tỉnh Đồng Tháp & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & trục phố đô thị"
"3097","87004","Tỉnh Đồng Tháp","Khu vực Tỉnh Đồng Tháp","Phường Cao Lãnh","Phường","73.33","137387","1874","Ủy Ban Nhân Dân Phường Cao Lãnh","Số 125 Đường Trục Chính Đô Thị, Khu phố Trung Tâm, Phường Cao Lãnh, Tỉnh Đồng Tháp","10.4792","105.6593","https://www.google.com/maps/search/?api=1&query=UBND%20Ph%C6%B0%E1%BB%9Dng%20Cao%20L%C3%A3nh%2C%20T%E1%BB%89nh%20%C4%90%E1%BB%93ng%20Th%C3%A1p","Công An Phường Cao Lãnh","Số 127 Đường Trục Chính Đô Thị, Khu phố Trung Tâm, Phường Cao Lãnh, Tỉnh Đồng Tháp","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20Ph%C6%B0%E1%BB%9Dng%20Cao%20L%C3%A3nh%2C%20T%E1%BB%89nh%20%C4%90%E1%BB%93ng%20Th%C3%A1p","https://dong-thap.gov.vn","Cổng TTĐT Tỉnh Đồng Tháp & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & trục phố đô thị"
"3098","87005","Tỉnh Đồng Tháp","Khu vực Tỉnh Đồng Tháp","Phường Đạo Thạnh","Phường","14.28","73370","5138","Ủy Ban Nhân Dân Phường Đạo Thạnh","Số 125 Đường Trục Chính Đô Thị, Khu phố Trung Tâm, Phường Đạo Thạnh, Tỉnh Đồng Tháp","10.4262","105.628","https://www.google.com/maps/search/?api=1&query=UBND%20Ph%C6%B0%E1%BB%9Dng%20%C4%90%E1%BA%A1o%20Th%E1%BA%A1nh%2C%20T%E1%BB%89nh%20%C4%90%E1%BB%93ng%20Th%C3%A1p","Công An Phường Đạo Thạnh","Số 127 Đường Trục Chính Đô Thị, Khu phố Trung Tâm, Phường Đạo Thạnh, Tỉnh Đồng Tháp","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20Ph%C6%B0%E1%BB%9Dng%20%C4%90%E1%BA%A1o%20Th%E1%BA%A1nh%2C%20T%E1%BB%89nh%20%C4%90%E1%BB%93ng%20Th%C3%A1p","https://dong-thap.gov.vn","Cổng TTĐT Tỉnh Đồng Tháp & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & trục phố đô thị"
"3099","87006","Tỉnh Đồng Tháp","Khu vực Tỉnh Đồng Tháp","Phường Gò Công","Phường","10.06","36124","3591","Ủy Ban Nhân Dân Phường Gò Công","Số 125 Đường Trục Chính Đô Thị, Khu phố Trung Tâm, Phường Gò Công, Tỉnh Đồng Tháp","10.4899","105.6147","https://www.google.com/maps/search/?api=1&query=UBND%20Ph%C6%B0%E1%BB%9Dng%20G%C3%B2%20C%C3%B4ng%2C%20T%E1%BB%89nh%20%C4%90%E1%BB%93ng%20Th%C3%A1p","Công An Phường Gò Công","Số 127 Đường Trục Chính Đô Thị, Khu phố Trung Tâm, Phường Gò Công, Tỉnh Đồng Tháp","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20Ph%C6%B0%E1%BB%9Dng%20G%C3%B2%20C%C3%B4ng%2C%20T%E1%BB%89nh%20%C4%90%E1%BB%93ng%20Th%C3%A1p","https://dong-thap.gov.vn","Cổng TTĐT Tỉnh Đồng Tháp & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & trục phố đô thị"
"3100","87007","Tỉnh Đồng Tháp","Khu vực Tỉnh Đồng Tháp","Phường Hồng Ngự","Phường","64.18","53945","841","Ủy Ban Nhân Dân Phường Hồng Ngự","Số 125 Đường Trục Chính Đô Thị, Khu phố Trung Tâm, Phường Hồng Ngự, Tỉnh Đồng Tháp","10.45","105.6701","https://www.google.com/maps/search/?api=1&query=UBND%20Ph%C6%B0%E1%BB%9Dng%20H%E1%BB%93ng%20Ng%E1%BB%B1%2C%20T%E1%BB%89nh%20%C4%90%E1%BB%93ng%20Th%C3%A1p","Công An Phường Hồng Ngự","Số 127 Đường Trục Chính Đô Thị, Khu phố Trung Tâm, Phường Hồng Ngự, Tỉnh Đồng Tháp","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20Ph%C6%B0%E1%BB%9Dng%20H%E1%BB%93ng%20Ng%E1%BB%B1%2C%20T%E1%BB%89nh%20%C4%90%E1%BB%93ng%20Th%C3%A1p","https://dong-thap.gov.vn","Cổng TTĐT Tỉnh Đồng Tháp & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & trục phố đô thị"
"3101","87008","Tỉnh Đồng Tháp","Khu vực Tỉnh Đồng Tháp","Phường Long Thuận","Phường","8.26","29715","3597","Ủy Ban Nhân Dân Phường Long Thuận","Số 125 Đường Trục Chính Đô Thị, Khu phố Trung Tâm, Phường Long Thuận, Tỉnh Đồng Tháp","10.4417","105.5993","https://www.google.com/maps/search/?api=1&query=UBND%20Ph%C6%B0%E1%BB%9Dng%20Long%20Thu%E1%BA%ADn%2C%20T%E1%BB%89nh%20%C4%90%E1%BB%93ng%20Th%C3%A1p","Công An Phường Long Thuận","Số 127 Đường Trục Chính Đô Thị, Khu phố Trung Tâm, Phường Long Thuận, Tỉnh Đồng Tháp","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20Ph%C6%B0%E1%BB%9Dng%20Long%20Thu%E1%BA%ADn%2C%20T%E1%BB%89nh%20%C4%90%E1%BB%93ng%20Th%C3%A1p","https://dong-thap.gov.vn","Cổng TTĐT Tỉnh Đồng Tháp & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & trục phố đô thị"
"3102","87009","Tỉnh Đồng Tháp","Khu vực Tỉnh Đồng Tháp","Phường Mỹ Ngãi","Phường","49","50504","1031","Ủy Ban Nhân Dân Phường Mỹ Ngãi","Số 125 Đường Trục Chính Đô Thị, Khu phố Trung Tâm, Phường Mỹ Ngãi, Tỉnh Đồng Tháp","10.4977","105.6478","https://www.google.com/maps/search/?api=1&query=UBND%20Ph%C6%B0%E1%BB%9Dng%20M%E1%BB%B9%20Ng%C3%A3i%2C%20T%E1%BB%89nh%20%C4%90%E1%BB%93ng%20Th%C3%A1p","Công An Phường Mỹ Ngãi","Số 127 Đường Trục Chính Đô Thị, Khu phố Trung Tâm, Phường Mỹ Ngãi, Tỉnh Đồng Tháp","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20Ph%C6%B0%E1%BB%9Dng%20M%E1%BB%B9%20Ng%C3%A3i%2C%20T%E1%BB%89nh%20%C4%90%E1%BB%93ng%20Th%C3%A1p","https://dong-thap.gov.vn","Cổng TTĐT Tỉnh Đồng Tháp & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & trục phố đô thị"
"3103","87010","Tỉnh Đồng Tháp","Khu vực Tỉnh Đồng Tháp","Phường Mỹ Phong","Phường","23","50731","2206","Ủy Ban Nhân Dân Phường Mỹ Phong","Số 125 Đường Trục Chính Đô Thị, Khu phố Trung Tâm, Phường Mỹ Phong, Tỉnh Đồng Tháp","10.421","105.6499","https://www.google.com/maps/search/?api=1&query=UBND%20Ph%C6%B0%E1%BB%9Dng%20M%E1%BB%B9%20Phong%2C%20T%E1%BB%89nh%20%C4%90%E1%BB%93ng%20Th%C3%A1p","Công An Phường Mỹ Phong","Số 127 Đường Trục Chính Đô Thị, Khu phố Trung Tâm, Phường Mỹ Phong, Tỉnh Đồng Tháp","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20Ph%C6%B0%E1%BB%9Dng%20M%E1%BB%B9%20Phong%2C%20T%E1%BB%89nh%20%C4%90%E1%BB%93ng%20Th%C3%A1p","https://dong-thap.gov.vn","Cổng TTĐT Tỉnh Đồng Tháp & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & trục phố đô thị"
"3104","87011","Tỉnh Đồng Tháp","Khu vực Tỉnh Đồng Tháp","Phường Mỹ Phước Tây","Phường","36.05","40730","1130","Ủy Ban Nhân Dân Phường Mỹ Phước Tây","Số 125 Đường Trục Chính Đô Thị, Khu phố Trung Tâm, Phường Mỹ Phước Tây, Tỉnh Đồng Tháp","10.478","105.5948","https://www.google.com/maps/search/?api=1&query=UBND%20Ph%C6%B0%E1%BB%9Dng%20M%E1%BB%B9%20Ph%C6%B0%E1%BB%9Bc%20T%C3%A2y%2C%20T%E1%BB%89nh%20%C4%90%E1%BB%93ng%20Th%C3%A1p","Công An Phường Mỹ Phước Tây","Số 127 Đường Trục Chính Đô Thị, Khu phố Trung Tâm, Phường Mỹ Phước Tây, Tỉnh Đồng Tháp","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20Ph%C6%B0%E1%BB%9Dng%20M%E1%BB%B9%20Ph%C6%B0%E1%BB%9Bc%20T%C3%A2y%2C%20T%E1%BB%89nh%20%C4%90%E1%BB%93ng%20Th%C3%A1p","https://dong-thap.gov.vn","Cổng TTĐT Tỉnh Đồng Tháp & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & trục phố đô thị"
"3105","87012","Tỉnh Đồng Tháp","Khu vực Tỉnh Đồng Tháp","Phường Mỹ Tho","Phường","6.39","66766","10449","Ủy Ban Nhân Dân Phường Mỹ Tho","Số 125 Đường Trục Chính Đô Thị, Khu phố Trung Tâm, Phường Mỹ Tho, Tỉnh Đồng Tháp","10.473","105.6763","https://www.google.com/maps/search/?api=1&query=UBND%20Ph%C6%B0%E1%BB%9Dng%20M%E1%BB%B9%20Tho%2C%20T%E1%BB%89nh%20%C4%90%E1%BB%93ng%20Th%C3%A1p","Công An Phường Mỹ Tho","Số 127 Đường Trục Chính Đô Thị, Khu phố Trung Tâm, Phường Mỹ Tho, Tỉnh Đồng Tháp","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20Ph%C6%B0%E1%BB%9Dng%20M%E1%BB%B9%20Tho%2C%20T%E1%BB%89nh%20%C4%90%E1%BB%93ng%20Th%C3%A1p","https://dong-thap.gov.vn","Cổng TTĐT Tỉnh Đồng Tháp & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & trục phố đô thị"
"3106","87013","Tỉnh Đồng Tháp","Khu vực Tỉnh Đồng Tháp","Phường Mỹ Trà","Phường","46.27","46757","1011","Ủy Ban Nhân Dân Phường Mỹ Trà","Số 125 Đường Trục Chính Đô Thị, Khu phố Trung Tâm, Phường Mỹ Trà, Tỉnh Đồng Tháp","10.4202","105.611","https://www.google.com/maps/search/?api=1&query=UBND%20Ph%C6%B0%E1%BB%9Dng%20M%E1%BB%B9%20Tr%C3%A0%2C%20T%E1%BB%89nh%20%C4%90%E1%BB%93ng%20Th%C3%A1p","Công An Phường Mỹ Trà","Số 127 Đường Trục Chính Đô Thị, Khu phố Trung Tâm, Phường Mỹ Trà, Tỉnh Đồng Tháp","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20Ph%C6%B0%E1%BB%9Dng%20M%E1%BB%B9%20Tr%C3%A0%2C%20T%E1%BB%89nh%20%C4%90%E1%BB%93ng%20Th%C3%A1p","https://dong-thap.gov.vn","Cổng TTĐT Tỉnh Đồng Tháp & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & trục phố đô thị"
"3107","87014","Tỉnh Đồng Tháp","Khu vực Tỉnh Đồng Tháp","Phường Nhị Quý","Phường","21.36","27568","1291","Ủy Ban Nhân Dân Phường Nhị Quý","Số 125 Đường Trục Chính Đô Thị, Khu phố Trung Tâm, Phường Nhị Quý, Tỉnh Đồng Tháp","10.5054","105.6238","https://www.google.com/maps/search/?api=1&query=UBND%20Ph%C6%B0%E1%BB%9Dng%20Nh%E1%BB%8B%20Qu%C3%BD%2C%20T%E1%BB%89nh%20%C4%90%E1%BB%93ng%20Th%C3%A1p","Công An Phường Nhị Quý","Số 127 Đường Trục Chính Đô Thị, Khu phố Trung Tâm, Phường Nhị Quý, Tỉnh Đồng Tháp","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20Ph%C6%B0%E1%BB%9Dng%20Nh%E1%BB%8B%20Qu%C3%BD%2C%20T%E1%BB%89nh%20%C4%90%E1%BB%93ng%20Th%C3%A1p","https://dong-thap.gov.vn","Cổng TTĐT Tỉnh Đồng Tháp & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & trục phố đô thị"
"3108","87015","Tỉnh Đồng Tháp","Khu vực Tỉnh Đồng Tháp","Phường Sa Đéc","Phường","46.92","104509","2227","Ủy Ban Nhân Dân Phường Sa Đéc","Số 125 Đường Trục Chính Đô Thị, Khu phố Trung Tâm, Phường Sa Đéc, Tỉnh Đồng Tháp","10.4321","105.6731","https://www.google.com/maps/search/?api=1&query=UBND%20Ph%C6%B0%E1%BB%9Dng%20Sa%20%C4%90%C3%A9c%2C%20T%E1%BB%89nh%20%C4%90%E1%BB%93ng%20Th%C3%A1p","Công An Phường Sa Đéc","Số 127 Đường Trục Chính Đô Thị, Khu phố Trung Tâm, Phường Sa Đéc, Tỉnh Đồng Tháp","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20Ph%C6%B0%E1%BB%9Dng%20Sa%20%C4%90%C3%A9c%2C%20T%E1%BB%89nh%20%C4%90%E1%BB%93ng%20Th%C3%A1p","https://dong-thap.gov.vn","Cổng TTĐT Tỉnh Đồng Tháp & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & trục phố đô thị"
"3109","87016","Tỉnh Đồng Tháp","Khu vực Tỉnh Đồng Tháp","Phường Sơn Qui","Phường","48.96","46507","950","Ủy Ban Nhân Dân Phường Sơn Qui","Số 125 Đường Trục Chính Đô Thị, Khu phố Trung Tâm, Phường Sơn Qui, Tỉnh Đồng Tháp","10.4534","105.5853","https://www.google.com/maps/search/?api=1&query=UBND%20Ph%C6%B0%E1%BB%9Dng%20S%C6%A1n%20Qui%2C%20T%E1%BB%89nh%20%C4%90%E1%BB%93ng%20Th%C3%A1p","Công An Phường Sơn Qui","Số 127 Đường Trục Chính Đô Thị, Khu phố Trung Tâm, Phường Sơn Qui, Tỉnh Đồng Tháp","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20Ph%C6%B0%E1%BB%9Dng%20S%C6%A1n%20Qui%2C%20T%E1%BB%89nh%20%C4%90%E1%BB%93ng%20Th%C3%A1p","https://dong-thap.gov.vn","Cổng TTĐT Tỉnh Đồng Tháp & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & trục phố đô thị"
"3110","87017","Tỉnh Đồng Tháp","Khu vực Tỉnh Đồng Tháp","Phường Thanh Hòa","Phường","19.5","20903","1072","Ủy Ban Nhân Dân Phường Thanh Hòa","Số 125 Đường Trục Chính Đô Thị, Khu phố Trung Tâm, Phường Thanh Hòa, Tỉnh Đồng Tháp","10.498","105.6661","https://www.google.com/maps/search/?api=1&query=UBND%20Ph%C6%B0%E1%BB%9Dng%20Thanh%20H%C3%B2a%2C%20T%E1%BB%89nh%20%C4%90%E1%BB%93ng%20Th%C3%A1p","Công An Phường Thanh Hòa","Số 127 Đường Trục Chính Đô Thị, Khu phố Trung Tâm, Phường Thanh Hòa, Tỉnh Đồng Tháp","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20Ph%C6%B0%E1%BB%9Dng%20Thanh%20H%C3%B2a%2C%20T%E1%BB%89nh%20%C4%90%E1%BB%93ng%20Th%C3%A1p","https://dong-thap.gov.vn","Cổng TTĐT Tỉnh Đồng Tháp & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & trục phố đô thị"
"3111","87018","Tỉnh Đồng Tháp","Khu vực Tỉnh Đồng Tháp","Phường Thới Sơn","Phường","15.21","38490","2531","Ủy Ban Nhân Dân Phường Thới Sơn","Số 125 Đường Trục Chính Đô Thị, Khu phố Trung Tâm, Phường Thới Sơn, Tỉnh Đồng Tháp","10.4087","105.636","https://www.google.com/maps/search/?api=1&query=UBND%20Ph%C6%B0%E1%BB%9Dng%20Th%E1%BB%9Bi%20S%C6%A1n%2C%20T%E1%BB%89nh%20%C4%90%E1%BB%93ng%20Th%C3%A1p","Công An Phường Thới Sơn","Số 127 Đường Trục Chính Đô Thị, Khu phố Trung Tâm, Phường Thới Sơn, Tỉnh Đồng Tháp","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20Ph%C6%B0%E1%BB%9Dng%20Th%E1%BB%9Bi%20S%C6%A1n%2C%20T%E1%BB%89nh%20%C4%90%E1%BB%93ng%20Th%C3%A1p","https://dong-thap.gov.vn","Cổng TTĐT Tỉnh Đồng Tháp & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & trục phố đô thị"
"3112","87019","Tỉnh Đồng Tháp","Khu vực Tỉnh Đồng Tháp","Phường Thường Lạc","Phường","43.74","38225","874","Ủy Ban Nhân Dân Phường Thường Lạc","Số 125 Đường Trục Chính Đô Thị, Khu phố Trung Tâm, Phường Thường Lạc, Tỉnh Đồng Tháp","10.4966","105.5972","https://www.google.com/maps/search/?api=1&query=UBND%20Ph%C6%B0%E1%BB%9Dng%20Th%C6%B0%E1%BB%9Dng%20L%E1%BA%A1c%2C%20T%E1%BB%89nh%20%C4%90%E1%BB%93ng%20Th%C3%A1p","Công An Phường Thường Lạc","Số 127 Đường Trục Chính Đô Thị, Khu phố Trung Tâm, Phường Thường Lạc, Tỉnh Đồng Tháp","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20Ph%C6%B0%E1%BB%9Dng%20Th%C6%B0%E1%BB%9Dng%20L%E1%BA%A1c%2C%20T%E1%BB%89nh%20%C4%90%E1%BB%93ng%20Th%C3%A1p","https://dong-thap.gov.vn","Cổng TTĐT Tỉnh Đồng Tháp & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & trục phố đô thị"
"3113","87020","Tỉnh Đồng Tháp","Khu vực Tỉnh Đồng Tháp","Phường Trung An","Phường","23.38","70479","3014","Ủy Ban Nhân Dân Phường Trung An","Số 125 Đường Trục Chính Đô Thị, Khu phố Trung Tâm, Phường Trung An, Tỉnh Đồng Tháp","10.4573","105.6869","https://www.google.com/maps/search/?api=1&query=UBND%20Ph%C6%B0%E1%BB%9Dng%20Trung%20An%2C%20T%E1%BB%89nh%20%C4%90%E1%BB%93ng%20Th%C3%A1p","Công An Phường Trung An","Số 127 Đường Trục Chính Đô Thị, Khu phố Trung Tâm, Phường Trung An, Tỉnh Đồng Tháp","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20Ph%C6%B0%E1%BB%9Dng%20Trung%20An%2C%20T%E1%BB%89nh%20%C4%90%E1%BB%93ng%20Th%C3%A1p","https://dong-thap.gov.vn","Cổng TTĐT Tỉnh Đồng Tháp & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & trục phố đô thị"
"3114","87021","Tỉnh Đồng Tháp","Khu vực Tỉnh Đồng Tháp","Xã An Hòa","Xã","77.89","19033","244","Ủy Ban Nhân Dân Xã An Hòa","Ấp Xã An Hòa, Xã An Hòa, Tỉnh Đồng Tháp","10.4251","105.5925","https://www.google.com/maps/search/?api=1&query=UBND%20X%C3%A3%20An%20H%C3%B2a%2C%20T%E1%BB%89nh%20%C4%90%E1%BB%93ng%20Th%C3%A1p","Công An Xã An Hòa","Ấp Xã An Hòa, Xã An Hòa, Tỉnh Đồng Tháp","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20X%C3%A3%20An%20H%C3%B2a%2C%20T%E1%BB%89nh%20%C4%90%E1%BB%93ng%20Th%C3%A1p","https://dong-thap.gov.vn","Cổng TTĐT Tỉnh Đồng Tháp & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & thôn bản văn hóa"
"3115","87022","Tỉnh Đồng Tháp","Khu vực Tỉnh Đồng Tháp","Xã An Hữu","Xã","43.94","52177","1187","Ủy Ban Nhân Dân Xã An Hữu","Ấp Xã An Hữu, Xã An Hữu, Tỉnh Đồng Tháp","10.5141","105.6412","https://www.google.com/maps/search/?api=1&query=UBND%20X%C3%A3%20An%20H%E1%BB%AFu%2C%20T%E1%BB%89nh%20%C4%90%E1%BB%93ng%20Th%C3%A1p","Công An Xã An Hữu","Ấp Xã An Hữu, Xã An Hữu, Tỉnh Đồng Tháp","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20X%C3%A3%20An%20H%E1%BB%AFu%2C%20T%E1%BB%89nh%20%C4%90%E1%BB%93ng%20Th%C3%A1p","https://dong-thap.gov.vn","Cổng TTĐT Tỉnh Đồng Tháp & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & thôn bản văn hóa"
"3116","87023","Tỉnh Đồng Tháp","Khu vực Tỉnh Đồng Tháp","Xã An Long","Xã","72.19","50050","693","Ủy Ban Nhân Dân Xã An Long","Ấp Xã An Long, Xã An Long, Tỉnh Đồng Tháp","10.4139","105.6658","https://www.google.com/maps/search/?api=1&query=UBND%20X%C3%A3%20An%20Long%2C%20T%E1%BB%89nh%20%C4%90%E1%BB%93ng%20Th%C3%A1p","Công An Xã An Long","Ấp Xã An Long, Xã An Long, Tỉnh Đồng Tháp","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20X%C3%A3%20An%20Long%2C%20T%E1%BB%89nh%20%C4%90%E1%BB%93ng%20Th%C3%A1p","https://dong-thap.gov.vn","Cổng TTĐT Tỉnh Đồng Tháp & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & thôn bản văn hóa"
